cusip_9,isin,issue_cusip,complete_cusip,issue_id,maturity,offering_date,issue_name,coupon_type,coupon_type_label,offering_yield,security_level,seniority,bond_type,offering_amt,principal_amt,issuer_id,cusip_name,industry_group,industry_code,naics_code,naics_2digit,sector,rating,rating_type,rating_date,convertible,redeemable,putable,rule_144a,amount_outstanding,amount_outstanding_date,rating_broad
393657AD3,US393657AD34,AD3,393657AD3,354818,2026-05-15,2006-08-09,SR NT CONV,F,Fixed,,SEN,Senior Unsecured,CCOV,100000.0,1000.0,38486.0,GREENBRIER COS INC,1.0,10,33651.0,33,Manufacturing,Caa2,MR,2009-08-07,Y,Y,Y,N,0.0,2016-08-18,CCC
U16309AG8,XS1827600724,AG8,U16309AG8,777007,2026-05-15,2018-05-22,EUR$ GLOBAL GTD SR NT,F,Fixed,4.0,SEN,Senior Unsecured,CCUR,450000.0,1000.0,46025.0,CHEMOURS CO,1.0,10,424690.0,42,Wholesale Trade,BB,SPR,2022-05-26,N,Y,N,N,450000.0,2018-05-22,BB
024747AE7,US024747AE77,AE7,024747AE7,756159,2026-05-15,2018-05-01,SR NT RULE 144A,F,Fixed,5.875,SEN,Senior Unsecured,CDEB,600000.0,1000.0,12847.0,AMERICAN BUILDERS & CONTRACTORS SUPPLY INC,1.0,10,423330.0,42,Wholesale Trade,B1,MR,2021-03-15,N,Y,N,Y,0.0,2021-05-27,B
73103PAA5,US73103PAA57,AA5,73103PAA5,977736,2026-05-15,2021-05-11,SR NT RULE 144A,F,Fixed,6.75,SEN,Senior Unsecured,CDEB,300000.0,1000.0,51072.0,POLAR US BORROWER LLC / SCHENECTADY INTL GROUP INC,1.0,10,325199.0,32,Manufacturing,D,SPR,2024-09-20,N,Y,N,Y,300000.0,2021-05-18,D
03690EAA6,US03690EAA64,AA6,03690EAA6,945787,2026-05-15,2020-11-05,GTD SR NT RULE 144A,F,Fixed,7.875,SEN,Senior Unsecured,CDEB,550000.0,1000.0,46761.0,ANTERO MIDSTREAM PARTNERS LP/ ANTERO MIDSTREAM FIN CORP,3.0,12,,na,Other,BB+,SPR,2024-05-15,N,Y,N,Y,0.0,2024-05-16,BB
303250AE4,US303250AE41,AE4,303250AE4,756157,2026-05-15,2018-05-01,GTD SR NT RULE 144A,F,Fixed,5.25,SEN,Senior Unsecured,CDEB,400000.0,1000.0,37332.0,FAIR ISAAC CORPORATION,1.0,15,518210.0,51,Information/Media,Ba2,MR,2021-12-14,N,Y,N,Y,400000.0,2018-05-01,BB
451102BR7,US451102BR75,BR7,451102BR7,824725,2026-05-15,2019-05-07,SR NT RULE 144A,F,Fixed,6.25,SEN,Senior Unsecured,CDEB,750000.0,1000.0,42795.0,ICAHN ENTERPRISES LP / ICAHN ENTERPRISES FIN CORP,2.0,60,522299.0,52,Finance & Insurance,BB,SPR,2020-11-09,N,Y,N,Y,1928.0,2019-10-22,BB
268787AJ7,US268787AJ76,AJ7,268787AJ7,758917,2026-05-15,2018-05-18,GTD SR SECD NT RULE 144A,F,Fixed,7.75,SS,Senior Subordinated,CDEB,1000000.0,1000.0,43439.0,EP ENERGY LLC / EVEREST ACQUISITION FIN INC,1.0,12,213111.0,21,Energy (Oil & Gas),Caa1,MR,2019-10-04,N,Y,N,Y,0.0,2020-10-01,CCC
126307AU1,US126307AU15,AU1,126307AU1,825949,2026-05-15,2018-10-31,GTD SR NT RULE 144A,F,Fixed,,SEN,Senior Unsecured,CDEB,1498806.0,1000.0,46759.0,CSC HLDGS LLC,3.0,11,516210.0,51,Information/Media,B1,MR,2022-12-02,N,Y,N,Y,1498806.0,2018-10-31,B
00688JAA5,US00688JAA51,AA5,00688JAA5,820917,2026-05-15,2019-04-25,GTD SR SECD 1ST LIEN NT RULE 144A,F,Fixed,7.0,SS,Senior Subordinated,CDEB,800000.0,1000.0,49357.0,ADIENT US LLC,1.0,10,336390.0,33,Manufacturing,BB-,SPR,2021-03-29,N,Y,N,Y,0.0,2021-05-07,BB
87356LAA8,US87356LAA89,AA8,87356LAA8,977075,2026-05-15,2021-05-05,SR SECD NT RULE 144A,F,Fixed,8.25,SS,Senior Subordinated,CDEB,175000.0,1000.0,51054.0,TACORA RES INC,1.0,17,212210.0,21,Energy (Oil & Gas),C,MR,2023-06-30,N,Y,N,Y,175000.0,2021-05-11,C
451102BT3,US451102BT32,BT3,451102BT3,853191,2026-05-15,2019-09-20,GLOBAL GTD SR NT,F,Fixed,,SEN,Senior Unsecured,CDEB,1248072.0,1000.0,42795.0,ICAHN ENTERPRISES LP / ICAHN ENTERPRISES FIN CORP,2.0,60,522299.0,52,Finance & Insurance,Ba3,MR,2024-11-14,N,Y,N,N,1248072.0,2019-10-22,BB
00130HBX2,US00130HBX26,BX2,00130HBX2,653377,2026-05-15,2016-05-11,SR NT,F,Fixed,6.0,SEN,Senior Unsecured,CDEB,500000.0,1000.0,11.0,AES CORP,3.0,30,221122.0,22,Utilities,Ba1,MR,2020-11-19,N,Y,N,N,0.0,2020-12-10,BB
31740LAA1,US31740LAA17,AA1,31740LAA1,783669,2026-05-15,2018-09-18,SR 1ST LIEN NT RULE 144A,F,Fixed,6.25,SS,Senior Subordinated,CDEB,1250000.0,1000.0,48925.0,FINANCIAL & RISK US HLDGS INC,2.0,22,525990.0,52,Finance & Insurance,B2,MR,2018-09-05,,Y,,Y,0.0,2021-01-29,B
393657AC5,US393657AC50,AC5,393657AC5,339646,2026-05-15,2006-05-17,SR NT CONV RULE 144A,F,Fixed,2.375,SEN,Senior Unsecured,CCOV,85000.0,1000.0,38486.0,GREENBRIER COS INC,1.0,10,33651.0,33,Manufacturing,Caa1,MR,2011-03-31,Y,Y,Y,Y,0.0,2006-08-12,CCC
346232AF8,US346232AF83,AF8,346232AF8,973320,2026-05-15,2021-04-07,GTD SR NT RULE 144A,F,Fixed,3.85,SEN,Senior Unsecured,CDEB,400000.0,1000.0,44047.0,FORESTAR GROUP INC,2.0,24,531210.0,53,Real Estate,Ba3,MR,2022-02-18,N,Y,N,Y,70566.0,2025-03-11,BB
410345AL6,US410345AL67,AL6,410345AL6,653143,2026-05-15,2016-05-03,SR NT RULE 144A,F,Fixed,4.875,SEN,Senior Unsecured,CDEB,900000.0,1000.0,39465.0,HANESBRANDS INC,1.0,14,458110.0,45,Retail Trade,B3,MR,2024-10-28,N,Y,N,Y,0.0,2025-03-17,B
37185LAK8,US37185LAK89,AK8,37185LAK8,726811,2026-05-15,2017-12-04,GTD SR NT,F,Fixed,6.25,SEN,Senior Unsecured,CDEB,450000.0,1000.0,41731.0,GENESIS ENERGY LP / GENESIS ENERGY FIN CORP,1.0,12,424710.0,42,Wholesale Trade,B3,MR,2023-08-14,N,Y,N,N,450000.0,2017-12-04,B
629377CA8,US629377CA80,CA8,629377CA8,669415,2026-05-15,2017-01-18,GTD SR NT,F,Fixed,,SEN,Senior Unsecured,CDEB,1000000.0,1000.0,35258.0,NRG ENERGY INC,3.0,30,221122.0,22,Utilities,Ba2,MR,2021-03-19,N,Y,N,N,0.0,2021-08-24,BB
629377BZ4,US629377BZ41,BZ4,629377BZ4,653233,2026-05-15,2016-05-09,GTD SR NT RULE 144A,F,Fixed,7.25,SEN,Senior Unsecured,CDEB,1000000.0,1000.0,35258.0,NRG ENERGY INC,3.0,30,221122.0,22,Utilities,BB+,SPR,2020-07-24,N,Y,N,Y,0.0,2017-02-15,BB
69867DAA6,US69867DAA63,AA6,69867DAA6,813675,2026-05-15,2019-03-18,SR SECD NT RULE 144A,F,Fixed,6.25,SS,Senior Subordinated,CDEB,1000000.0,1000.0,49213.0,PANTHER BF AGGREGATOR 2 LP /PANTHER FIN CO INC,2.0,22,,na,Other,B1,MR,2025-01-08,N,Y,N,Y,1000000.0,2019-03-18,B
402635AQ9,US402635AQ92,AQ9,402635AQ9,1043634,2026-05-17,2021-05-17,GTD SR NT,F,Fixed,8.0,SEN,Senior Unsecured,CDEB,550000.0,1.0,43655.0,GULFPORT ENERGY CORP,1.0,12,213111.0,21,Energy (Oil & Gas),B+,SPR,2022-05-18,N,Y,N,N,25702.61,2024-09-09,B
3130A7YZ2,US3130A7YZ27,YZ2,3130A7YZ2,733206,2026-05-18,2016-05-04,CONS BD SER JK-2026,F,Fixed,2.57,SEN,Senior Unsecured,ADEB,30000.0,1000.0,1489.0,FEDERAL HOME LN BKS,4.0,44,522299.0,52,Finance & Insurance,NR,MR,2019-12-02,N,Y,N,N,0.0,2019-11-29,NR
34540TUT7,US34540TUT77,UT7,34540TUT7,825821,2026-05-20,2019-05-20,FORD CR NTS SER B,F,Fixed,4.75,SEN,Senior Unsecured,RNT,20677.0,1000.0,42277.0,FORD MTR CR CO LLC,2.0,21,52222.0,52,Finance & Insurance,Ba2,MR,2021-03-29,N,Y,N,N,20677.0,2019-05-20,BB
34540TLS9,US34540TLS95,LS9,34540TLS9,732744,2026-05-20,2016-05-09,FORD CR NTS SER B,F,Fixed,3.4,SEN,Senior Unsecured,RNT,12748.0,1000.0,42277.0,FORD MTR CR CO LLC,2.0,21,52222.0,52,Finance & Insurance,Ba2,MR,2021-03-29,N,Y,N,N,12748.0,2016-05-09,BB
34540TLV2,US34540TLV25,LV2,34540TLV2,733712,2026-05-20,2016-05-16,FORD CR NTS SER B,F,Fixed,3.35,SEN,Senior Unsecured,RNT,7815.0,1000.0,42277.0,FORD MTR CR CO LLC,2.0,21,52222.0,52,Finance & Insurance,Ba2,MR,2021-03-29,N,Y,N,N,7815.0,2016-05-16,BB
34540TXK3,US34540TXK32,XK3,34540TXK3,977649,2026-05-20,2021-05-17,FORD CR NTS SER B,F,Fixed,2.7,SEN,Senior Unsecured,RNT,3967.0,1000.0,42277.0,FORD MTR CR CO LLC,2.0,21,52222.0,52,Finance & Insurance,Ba2,MR,2021-05-11,N,Y,N,N,3967.0,2021-05-17,BB
34540TXH0,US34540TXH03,XH0,34540TXH0,976979,2026-05-20,2021-05-10,FORD CR NTS SER B,F,Fixed,2.75,SEN,Senior Unsecured,RNT,14726.0,1000.0,42277.0,FORD MTR CR CO LLC,2.0,21,52222.0,52,Finance & Insurance,BB+,SPR,2021-05-04,N,Y,N,N,14726.0,2021-05-10,BB
34540TUQ3,US34540TUQ39,UQ3,34540TUQ3,823205,2026-05-20,2019-05-06,FORD CR NTS SER B,F,Fixed,4.6,SEN,Senior Unsecured,RNT,22605.0,1000.0,42277.0,FORD MTR CR CO LLC,2.0,21,52222.0,52,Finance & Insurance,Ba2,MR,2021-03-29,N,Y,N,N,22605.0,2019-05-06,BB
34540TLY6,US34540TLY63,LY6,34540TLY6,734322,2026-05-20,2016-05-23,FORD CR NTS SER B,F,Fixed,3.4,SEN,Senior Unsecured,RNT,12089.0,1000.0,42277.0,FORD MTR CR CO LLC,2.0,21,52222.0,52,Finance & Insurance,Ba2,MR,2021-03-29,N,Y,N,N,12089.0,2016-05-23,BB
70959WAG8,US70959WAG87,AG8,70959WAG8,653313,2026-05-25,2016-05-11,SR SUB NT,F,Fixed,5.5,SEN,Senior Unsecured,CDEB,500000.0,1000.0,43453.0,PENSKE AUTOMOTIVE GROUP INC,1.0,10,441110.0,44,Retail Trade,BB-,SPR,2021-05-07,N,Y,N,N,500000.0,2016-05-11,BB
382550BF7,US382550BF73,BF7,382550BF7,653279,2026-05-31,2016-05-10,GTD SR NT,F,Fixed,5.0,SEN,Senior Unsecured,CDEB,900000.0,1000.0,1852.0,GOODYEAR TIRE & RUBR CO,1.0,10,326211.0,32,Manufacturing,B2,MR,2025-05-28,N,Y,N,N,0.0,2025-07-03,B
143905AN7,US143905AN72,AN7,143905AN7,759779,2026-06-01,2018-05-23,GTD SR NT RULE 144A,F,Fixed,6.625,SEN,Senior Unsecured,CDEB,325000.0,1000.0,38306.0,CARRIAGE SVCS INC,1.0,15,81221.0,81,Other Services,B+,SPR,2021-03-23,N,Y,N,Y,400000.0,2019-12-19,B
67059TAF2,US67059TAF21,AF2,67059TAF2,826371,2026-06-01,2019-05-16,GTD SR NT,F,Fixed,6.0,SEN,Senior Unsecured,CDEB,500000.0,1000.0,40278.0,NUSTAR LOGISTICS L P,1.0,12,486110.0,48,Transportation,BB+,SPR,2024-05-03,N,Y,N,N,500000.0,2019-05-16,BB
46289RAA3,US46289RAA32,AA3,46289RAA3,653857,2026-06-01,2016-05-24,SR NT RULE 144A,F,Fixed,5.375,SEN,Senior Unsecured,CDEB,250000.0,1000.0,7076.0,IRON MTN INC,1.0,15,51821.0,51,Information/Media,Ba3,MR,2019-06-27,N,Y,N,Y,0.0,2020-08-21,BB
931427AQ1,US931427AQ19,AQ1,931427AQ1,653937,2026-06-01,2016-05-26,GLOBAL SR NT,F,Fixed,3.48,SEN,Senior Unsecured,CDEB,1900000.0,1000.0,45629.0,WALGREENS BOOTS ALLIANCE INC,2.0,22,523999.0,52,Finance & Insurance,BB,SPR,2024-07-19,N,Y,N,N,1447286.0,2021-05-07,BB
83088MAK8,US83088MAK80,AK8,83088MAK8,977554,2026-06-01,2021-05-12,GLOBAL SR NT,F,Fixed,1.81008,SEN,Senior Unsecured,CDEB,500000.0,1000.0,36918.0,SKYWORKS SOLUTIONS INC,1.0,10,334413.0,33,Manufacturing,Ba1,MR,2021-05-11,N,Y,N,N,500000.0,2021-05-26,BB
131347CK0,US131347CK09,CK0,131347CK0,653879,2026-06-01,2016-05-24,SR SECD 1ST LIEN NT RULE 144A,F,Fixed,5.25,SS,Senior Subordinated,CDEB,625000.0,1000.0,695.0,CALPINE CORP,3.0,30,221122.0,22,Utilities,Ba2,MR,2025-01-10,N,Y,N,Y,850000.0,2020-12-30,BB
235822AA1,US235822AA14,AA1,235822AA1,653867,2026-06-01,2016-05-24,SR NT RULE 144A,F,Fixed,6.5,SEN,Senior Unsecured,CDEB,375000.0,1000.0,45695.0,DANA INC,1.0,10,336390.0,33,Manufacturing,BB,SPR,2021-02-26,N,Y,N,Y,375000.0,2016-05-24,BB
384637AA2,US384637AA23,AA2,384637AA2,759915,2026-06-01,2018-05-24,GTD SR NT RULE 144A,F,Fixed,5.75,SEN,Senior Unsecured,CDEB,400000.0,1000.0,48703.0,GRAHAM HLDGS CO,5.0,15,611430.0,61,Educational Services,Ba1,MR,2018-05-21,N,Y,N,Y,400000.0,2018-05-24,BB
46648XAA6,US46648XAA63,AA6,46648XAA6,759489,2026-06-01,2018-05-22,SR SECD NT RULE 144A,F,Fixed,10.25,SS,Senior Subordinated,CDEB,285000.0,1000.0,48699.0,JW ALUM CONTINUOUS CAST CO,1.0,10,331315.0,33,Manufacturing,B,SPR,2025-02-13,N,Y,N,Y,285000.0,2018-05-22,B
038522AN8,US038522AN85,AN8,038522AN8,669391,2026-06-01,2017-01-12,GTD SR NT,F,Fixed,,SEN,Senior Unsecured,CDEB,500000.0,1000.0,5114.0,ARAMARK SVCS INC,1.0,15,61171.0,61,Educational Services,B1,MR,2022-05-10,N,Y,N,N,500000.0,2017-02-13,B
929043AK3,US929043AK39,AK3,929043AK3,977722,2026-06-01,2021-05-13,GLOBAL NT,F,Fixed,2.17901,SEN,Senior Unsecured,CDEB,400000.0,1000.0,37988.0,VORNADO RLTY L P,2.0,24,531120.0,53,Real Estate,BB+,FR,2023-08-18,N,Y,N,N,400000.0,2021-05-24,BB
038522AM0,US038522AM03,AM0,038522AM0,653421,2026-06-01,2016-05-16,GTD SR NT RULE 144A,F,Fixed,4.75,SEN,Senior Unsecured,CDEB,500000.0,1000.0,5114.0,ARAMARK SVCS INC,1.0,15,61171.0,61,Educational Services,B+,SPR,2020-08-17,N,Y,N,Y,0.0,2017-02-13,B
030096AF8,US030096AF88,AF8,030096AF8,40196,2026-06-01,1996-06-04,DEB,F,Fixed,8.07,SEN,Senior Unsecured,CDEB,350000.0,1000.0,205.0,AMERICAN STORES CO NEW,1.0,14,44511.0,44,Retail Trade,B,SPR,2013-03-20,N,N,N,N,2902.0,2014-01-24,B
674215AL2,US674215AL24,AL2,674215AL2,981291,2026-06-01,2021-05-25,GTD SR NT RULE 144A,F,Fixed,6.375,SEN,Senior Unsecured,CDEB,400000.0,1000.0,41923.0,OASIS PETE INC NEW,3.0,12,211120.0,21,Energy (Oil & Gas),Ba2,MR,2024-11-13,N,Y,N,Y,0.0,2025-06-01,BB
879369AE6,US879369AE63,AE6,879369AE6,653329,2026-06-01,2016-05-11,GLOBAL GTD SR NT,F,Fixed,4.875,SEN,Senior Unsecured,CDEB,400000.0,1000.0,41481.0,TELEFLEX INC,1.0,10,334510.0,33,Manufacturing,Ba3,MR,2017-09-05,N,Y,N,N,0.0,2021-06-01,BB
577088AA5,US577088AA59,AA5,577088AA5,758911,2026-06-01,2018-05-17,SR NT RULE 144A,F,Fixed,8.5,SEN,Senior Unsecured,CDEB,350000.0,1000.0,48693.0,H-FOOD HLDGS LLC,1.0,60,551112.0,55,Management/Holdings,C,MR,2024-11-25,N,Y,N,Y,350000.0,2018-05-17,C
15137TAA8,US15137TAA88,AA8,15137TAA8,757155,2026-06-01,2018-05-09,SR NT RULE 144A,F,Fixed,5.375,SEN,Senior Unsecured,CDEB,1800000.0,1000.0,48665.0,CENTENE ESCROW I CORP,5.0,15,524114.0,52,Finance & Insurance,BB+,FR,2021-06-15,N,Y,N,Y,0.0,2021-08-13,BB
852234AL7,US852234AL72,AL7,852234AL7,978081,2026-06-01,2021-05-18,SR NT RULE 144A,F,Fixed,2.75,SEN,Senior Unsecured,CDEB,1000000.0,1000.0,47179.0,BLOCK INC,1.0,10,334610.0,33,Manufacturing,BB,FR,2021-05-18,N,Y,N,Y,1000000.0,2021-05-20,BB
48250NAB1,US48250NAB10,AB1,48250NAB1,655489,2026-06-01,2016-06-02,SR NT RULE 144A,F,Fixed,5.25,SEN,Senior Unsecured,CDEB,1050000.0,1000.0,36633.0,YUM BRANDS INC,1.0,15,722511.0,72,Accommodation & Food,Ba2,MR,2021-03-16,N,Y,N,Y,1050000.0,2016-06-02,BB
47232MAE2,US47232MAE21,AE2,47232MAE2,827367,2026-06-03,2019-05-22,SR SECD NT RULE 144A,F,Fixed,6.25,SS,Senior Subordinated,CDEB,400000.0,1000.0,44101.0,JEFFERIES FIN LLC / JFIN,2.0,20,523150.0,52,Finance & Insurance,BB,FR,2021-07-16,N,Y,N,Y,0.0,2021-08-03,BB
U3R63CAN9,XS2595035234,AN9,U3R63CAN9,1073834,2026-06-05,2023-02-27,GBP$ MTN,F,Fixed,6.875,SEN,Senior Unsecured,CCUR,500000.0,1000.0,42277.0,FORD MTR CR CO LLC,2.0,21,52222.0,52,Finance & Insurance,BB+,FR,2023-03-06,N,N,N,N,500000.0,2023-02-27,BB
345397D26,US345397D260,D26,345397D26,1086510,2026-06-10,2023-06-05,GLOBAL NT,F,Fixed,6.95,SEN,Senior Unsecured,CDEB,900000.0,1000.0,1664.0,FORD MTR CR CO,2.0,21,52222.0,52,Finance & Insurance,Ba2,MR,2023-06-22,N,Y,N,N,900000.0,2023-06-08,BB
013104AC8,US013104AC87,AC8,013104AC8,40421,2026-06-15,1996-06-12,DEB,F,Fixed,7.83,SEN,Senior Unsecured,CDEB,200000.0,1000.0,93.0,ALBERTSONS INC,1.0,14,44511.0,44,Retail Trade,B+,SPR,2021-06-09,N,N,N,N,56536.0,2021-02-10,B
05502FAC2,US05502FAC23,AC2,05502FAC2,1087240,2026-06-15,2021-06-10,SR NT RULE 144A,F,Fixed,7.37502,SEN,Senior Unsecured,CDEB,600000.0,1000.0,47963.0,AZUL INVTS LLP,1.0,16,481111.0,48,Transportation,Ca,MR,2025-06-02,N,Y,N,Y,31748.0,2023-07-14,CC
17302XAM8,US17302XAM83,AM8,17302XAM8,965782,2026-06-15,2021-02-03,SR SECD NT RULE 144A,F,Fixed,6.375,SS,Senior Subordinated,CDEB,650000.0,1000.0,6244.0,CITGO PETROLEUM CORP,3.0,31,32411.0,32,Manufacturing,B3,MR,2022-03-14,,Y,,Y,650000.0,2021-02-11,B
78490FXL8,US78490FXL83,XL8,78490FXL8,326616,2026-06-15,2006-03-13,ED NT SER B,F,Fixed,6.0,SEN,Senior Unsecured,RNT,3615.0,1000.0,36718.0,SLM CORP,2.0,22,522291.0,52,Finance & Insurance,Ba3,MR,2024-04-01,N,Y,N,N,3615.0,2006-03-13,BB
00165CAP9,US00165CAP95,AP9,00165CAP9,929427,2026-06-15,2020-07-31,GTD SUB SEC 2ND LIEN PIK NT RULE 144A,F,Fixed,,SUB,Subordinated,CDEB,1462285.0,1000.0,38363.0,GENERIC STRUCTURED,2.0,22,,na,Other,Caa3,MR,2024-08-02,,Y,,Y,1434935.389,2022-06-30,CCC
893647BB2,US893647BB29,BB2,893647BB2,669635,2026-06-15,2017-01-25,GTD SR SUB NT,F,Fixed,,SENS,Senior Secured,CDEB,950000.0,1000.0,33277.0,TRANSDIGM INC,1.0,10,336411.0,33,Manufacturing,B3,MR,2022-01-21,N,Y,N,N,0.0,2023-09-17,B
88023UAE1,US88023UAE10,AE1,88023UAE1,653783,2026-06-15,2016-05-19,SR NT RULE 144A,F,Fixed,5.5,SEN,Senior Unsecured,CDEB,600000.0,1000.0,43861.0,TEMPUR SEALY INTL INC,1.0,10,33791.0,33,Manufacturing,BB,SPR,2020-11-12,N,Y,N,Y,0.0,2016-10-17,BB
88023UAG6,US88023UAG67,AG6,88023UAG6,661509,2026-06-15,2016-09-14,GTD SR NT,F,Fixed,,SEN,Senior Unsecured,CDEB,600000.0,1000.0,43861.0,TEMPUR SEALY INTL INC,1.0,10,33791.0,33,Manufacturing,BB,FR,2021-03-11,N,Y,N,N,0.0,2021-06-15,BB
624758AE8,US624758AE88,AE8,624758AE8,763413,2026-06-15,2018-06-07,GTD SR NT RULE 144A,F,Fixed,5.5,SEN,Senior Unsecured,CDEB,450000.0,1000.0,39788.0,MUELLER WTR PRODS INC,1.0,10,331513.0,33,Manufacturing,Ba1,MR,2021-05-11,N,Y,N,Y,450000.0,2018-06-07,BB
12508EAG6,US12508EAG61,AG6,12508EAG6,762417,2026-06-15,2018-06-04,SR NT,F,Fixed,5.875,SEN,Senior Unsecured,CDEB,500000.0,1000.0,45541.0,CDK GLOBAL INC,1.0,15,541512.0,54,Professional Services,Ba1,MR,2020-09-04,N,Y,N,N,0.0,2021-04-23,BB
665810AB3,US665810AB31,AB3,665810AB3,40410,2026-06-15,1996-06-12,NT,F,Fixed,7.916,SEN,Senior Unsecured,CDEB,150000.0,1000.0,6339.0,NORTHERN TELECOM CAP CORP,2.0,21,33421.0,33,Manufacturing,Ca,MR,2009-01-15,N,N,N,N,0.0,2017-05-08,CC
63938CAJ7,US63938CAJ71,AJ7,63938CAJ7,763407,2026-06-15,2018-06-07,NT,F,Fixed,6.75,SEN,Senior Unsecured,CDEB,500000.0,1000.0,45611.0,NAVIENT CORP,2.0,22,523999.0,52,Finance & Insurance,Ba3,MR,2024-04-01,N,Y,N,N,500000.0,2018-06-07,BB
67623CAD1,US67623CAD11,AD1,67623CAD1,977713,2026-06-15,2021-05-13,GLOBAL SR NT,F,Fixed,2.68574,SEN,Senior Unsecured,CDEB,300000.0,1000.0,50399.0,OFFICE PPTYS INCOME TR,2.0,24,531190.0,53,Real Estate,D,SPR,2025-05-06,N,Y,N,N,133929.0,2025-03-12,D
893647BA4,US893647BA46,BA4,893647BA4,653907,2026-06-15,2016-05-25,SR SUB NT RULE 144A,F,Fixed,6.375,SENS,Senior Secured,CDEB,950000.0,1000.0,33277.0,TRANSDIGM INC,1.0,10,336411.0,33,Manufacturing,CCC+,FR,2019-01-31,N,Y,N,Y,0.0,2017-02-24,CCC
78490FXN4,US78490FXN40,XN4,78490FXN4,327449,2026-06-15,2006-03-20,ED NT SER B,F,Fixed,6.0,SEN,Senior Unsecured,RNT,2411.0,1000.0,36718.0,SLM CORP,2.0,22,522291.0,52,Finance & Insurance,Ba3,MR,2024-04-01,N,Y,N,N,2411.0,2006-03-20,BB
904311AA5,US904311AA54,AA5,904311AA5,655535,2026-06-15,2016-06-08,GLOBAL SR NT,F,Fixed,3.3,SEN,Senior Unsecured,CDEB,600000.0,1000.0,46565.0,UNDER ARMOUR INC,1.0,10,,na,Other,Ba3,MR,2024-07-08,N,Y,N,N,600000.0,2016-06-08,BB
85205TAG5,US85205TAG58,AG5,85205TAG5,653861,2026-06-15,2016-05-24,GLOBAL GTD SR NT,F,Fixed,3.85939,SEN,Senior Unsecured,CDEB,300000.0,1000.0,40828.0,SPIRIT AEROSYSTEMS INC,1.0,10,336411.0,33,Manufacturing,Ba2,MR,2021-03-11,N,Y,N,N,300000.0,2016-05-24,BB
34540TMH2,US34540TMH22,MH2,34540TMH2,737676,2026-06-20,2016-06-13,FORD CR NTS SER B,F,Fixed,3.4,SEN,Senior Unsecured,RNT,8221.0,1000.0,42277.0,FORD MTR CR CO LLC,2.0,21,52222.0,52,Finance & Insurance,Ba2,MR,2021-03-29,N,Y,N,N,8221.0,2016-06-13,BB
34540TMB5,US34540TMB51,MB5,34540TMB5,735214,2026-06-20,2016-05-31,FORD CR NTS SER B,F,Fixed,3.5,SEN,Senior Unsecured,RNT,7341.0,1000.0,42277.0,FORD MTR CR CO LLC,2.0,21,52222.0,52,Finance & Insurance,Ba2,MR,2021-03-29,N,Y,N,N,7341.0,2016-05-31,BB
34540TMP4,US34540TMP48,MP4,34540TMP4,656011,2026-06-20,2016-06-27,FORD CR NTS SER B,F,Fixed,3.45,SEN,Senior Unsecured,RNT,12219.0,1000.0,42277.0,FORD MTR CR CO LLC,2.0,21,52222.0,52,Finance & Insurance,Ba2,MR,2021-03-29,N,Y,N,N,12219.0,2016-06-27,BB
34540TML3,US34540TML34,ML3,34540TML3,739370,2026-06-20,2016-06-20,FORD CR NTS SER B,F,Fixed,3.25,SEN,Senior Unsecured,RNT,9933.0,1000.0,42277.0,FORD MTR CR CO LLC,2.0,21,52222.0,52,Finance & Insurance,Ba2,MR,2021-03-29,N,Y,N,N,9933.0,2016-06-20,BB
34540TVB5,US34540TVB50,VB5,34540TVB5,832889,2026-06-20,2019-06-24,FORD CR NTS SER B,F,Fixed,4.55,SEN,Senior Unsecured,RNT,18348.0,1000.0,42277.0,FORD MTR CR CO LLC,2.0,21,52222.0,52,Finance & Insurance,Ba2,MR,2021-03-29,N,Y,N,N,18348.0,2019-06-24,BB
34540TME9,US34540TME90,ME9,34540TME9,736922,2026-06-20,2016-06-06,FORD CR NTS SER B,F,Fixed,3.5,SEN,Senior Unsecured,RNT,7088.0,1000.0,42277.0,FORD MTR CR CO LLC,2.0,21,52222.0,52,Finance & Insurance,Ba2,MR,2021-03-29,N,Y,N,N,7088.0,2016-06-06,BB
34540TUX8,US34540TUX89,UX8,34540TUX8,830535,2026-06-20,2019-06-10,FORD CR NTS SER B,F,Fixed,4.7,SEN,Senior Unsecured,RNT,10067.0,1000.0,42277.0,FORD MTR CR CO LLC,2.0,21,52222.0,52,Finance & Insurance,Ba2,MR,2021-03-29,N,Y,N,N,10067.0,2019-06-10,BB
34540TXM9,US34540TXM97,XM9,34540TXM9,981107,2026-06-20,2021-06-07,FORD CR NTS SER B,F,Fixed,2.85,SEN,Senior Unsecured,RNT,16504.0,1000.0,42277.0,FORD MTR CR CO LLC,2.0,21,52222.0,52,Finance & Insurance,Ba2,MR,2021-06-02,N,Y,N,N,16504.0,2021-06-07,BB
65541W207,US65541W2070,207,65541W207,40414,2026-06-30,1996-06-12,TOPRS CONV,F,Fixed,6.25,NON,Not Specified,TPCS,150000.0,50.0,6313.0,NORAM FING I,3.0,30,221121.0,22,Utilities,Ba1,MR,2005-07-22,Y,Y,N,N,0.0,2005-08-01,BB
